"age","maritl","race","education","jobclass","health","health_ins","salary"
48,"Never Married","White","College Grad","Industrial","Good","Yes",200.543262324662
28,"Married","White","Some College","Information","Good","No",87.9810327856054
65,"Divorced","Black","HS Grad","Industrial","Average","No",87.9810327856054
50,"Never Married","White","HS Grad","Industrial","Good","No",97.4932940453934
53,"Married","White","HS Grad","Industrial","Good","No",107.903923866876
48,"Married","Asian","HS Grad","Industrial","Good","No",95.6888119067371
30,"Married","White","Some College","Information","Good","No",109.833985642199
37,"Married","White","HS Grad","Information","Good","Yes",87.3874499713449
51,"Married","White","College Grad","Information","Good","Yes",88.8315691738134
55,"Married","White","Advanced Degree","Information","Good","Yes",166.324941233877
35,"Married","White","HS Grad","Information","Good","Yes",94.6956951317194
33,"Married","White","HS Grad","Industrial","Good","Yes",122.263673892802
41,"Divorced","White","College Grad","Information","Average","Yes",132.487821126123
34,"Married","White","Advanced Degree","Information","Good","Yes",96.3706528322308
33,"Married","White","HS Grad","Industrial","Good","No",89.2428846644714
49,"Never Married","White","non HS Grad","Industrial","Good","Yes",81.2832532842527
62,"Married","White","Advanced Degree","Information","Good","Yes",73.7757432746946
31,"Never Married","Black","non HS Grad","Information","Average","Yes",109.833985642199
43,"Divorced","White","non HS Grad","Information","Good","No",100.099662492042
43,"Married","Black","College Grad","Information","Good","Yes",134.265677158654
43,"Never Married","White","Some College","Information","Good","Yes",91.6992261117042
48,"Married","White","College Grad","Information","Average","No",109.547296634249
48,"Married","White","HS Grad","Information","Good","No",70.4760196469445
50,"Married","White","College Grad","Information","Good","Yes",144.204738892859
29,"Never Married","Asian","College Grad","Information","Good","No",99.6894636984864
52,"Married","White","Some College","Information","Good","No",94.0727147457005
46,"Never Married","White","HS Grad","Information","Good","No",87.9810327856054
40,"Never Married","White","HS Grad","Industrial","Good","Yes",94.0727147457005
43,"Married","White","HS Grad","Industrial","Average","Yes",81.2832532842527
54,"Married","White","HS Grad","Industrial","Good","Yes",115.375038556391
38,"Never Married","White","Advanced Degree","Information","Good","Yes",107.903923866876
32,"Married","White","Some College","Industrial","Average","No",101.402052302992
28,"Never Married","Asian","College Grad","Information","Good","Yes",144.479422679423
33,"Never Married","White","Advanced Degree","Industrial","Good","Yes",145.143601176911
44,"Married","White","Advanced Degree","Industrial","Good","No",163.515863976238
41,"Married","White","HS Grad","Information","Average","No",81.2832532842527
31,"Never Married","White","non HS Grad","Industrial","Average","No",40.4056652596845
48,"Divorced","White","College Grad","Information","Good","Yes",97.4932940453934
50,"Married","Black","College Grad","Industrial","Average","No",117.146816914805
47,"Married","White","College Grad","Industrial","Good","Yes",118.884359339886
31,"Married","Black","HS Grad","Industrial","Average","No",84.0459576539924
40,"Married","White","HS Grad","Industrial","Average","Yes",88.8164739741151
54,"Divorced","White","Some College","Industrial","Average","No",86.6951548289402
24,"Never Married","Black","HS Grad","Information","Good","Yes",75.3556793180091
34,"Married","White","HS Grad","Information","Good","Yes",98.5993438603892
65,"Married","White","College Grad","Information","Good","Yes",87.9810327856054
28,"Married","White","HS Grad","Industrial","Average","Yes",109.642968140263
30,"Separated","White","HS Grad","Information","Average","Yes",79.8549003093467
45,"Married","White","Some College","Industrial","Good","No",166.324941233877
35,"Separated","White","College Grad","Information","Good","Yes",139.00340805947
46,"Married","Other","Advanced Degree","Information","Good","Yes",145.143601176911
47,"Married","White","HS Grad","Industrial","Good","No",85.3839403789827
71,"Married","White","HS Grad","Industrial","Average","No",99.6916283970721
39,"Married","White","Some College","Information","Good","Yes",130.982177377461
41,"Never Married","White","non HS Grad","Industrial","Average","No",68.7480877337669
33,"Married","White","HS Grad","Industrial","Good","Yes",139.703071527658
76,"Divorced","White","Advanced Degree","Information","Good","Yes",176.989650489877
20,"Never Married","White","HS Grad","Industrial","Good","Yes",76.8936025176112
34,"Married","White","Advanced Degree","Information","Good","Yes",134.705375118879
26,"Never Married","White","College Grad","Information","Good","Yes",99.6894636984864
51,"Married","White","College Grad","Information","Good","Yes",148.413159102577
25,"Married","White","non HS Grad","Industrial","Good","Yes",79.8549003093467
62,"Married","White","Some College","Industrial","Good","Yes",128.680488220624
37,"Married","White","College Grad","Industrial","Good","Yes",180.779952229859
37,"Never Married","Black","Some College","Industrial","Good","Yes",94.0727147457005
32,"Married","White","Some College","Industrial","Good","No",89.4924795180001
55,"Married","White","Some College","Industrial","Good","Yes",130.220832358777
36,"Married","White","non HS Grad","Industrial","Good","No",77.4976813877358
39,"Married","White","HS Grad","Industrial","Good","Yes",148.413159102577
46,"Married","White","College Grad","Information","Good","Yes",185.283317088498
48,"Married","White","College Grad","Information","Average","No",128.680488220624
34,"Divorced","White","College Grad","Information","Good","Yes",147.116689159978
39,"Married","White","Some College","Information","Average","No",106.921814091211
50,"Married","White","Advanced Degree","Industrial","Average","No",115.375038556391
54,"Married","White","Some College","Information","Good","Yes",91.6992261117042
60,"Married","White","College Grad","Industrial","Average","Yes",148.413159102577
48,"Never Married","White","Advanced Degree","Information","Good","Yes",111.720849360989
47,"Married","White","College Grad","Industrial","Good","No",126.323880709786
20,"Never Married","White","HS Grad","Industrial","Good","No",65.1108537153447
60,"Married","White","HS Grad","Industrial","Average","Yes",107.903923866876
37,"Never Married","White","College Grad","Information","Good","Yes",54.5981500331442
46,"Married","White","College Grad","Information","Good","Yes",134.705375118879
54,"Married","White","Some College","Information","Average","Yes",72.4793162971252
51,"Married","White","College Grad","Information","Average","Yes",130.982177377461
32,"Never Married","Black","HS Grad","Industrial","Good","Yes",91.6992261117042
35,"Married","White","College Grad","Information","Good","Yes",154.68529299563
46,"Married","White","HS Grad","Information","Good","Yes",114.475713290347
38,"Married","Black","non HS Grad","Industrial","Good","Yes",87.9810327856054
62,"Married","Black","HS Grad","Information","Average","Yes",80.5731997057359
47,"Married","White","HS Grad","Industrial","Good","Yes",94.0727147457005
28,"Married","Asian","Advanced Degree","Industrial","Average","No",141.77517233318
61,"Married","White","College Grad","Information","Good","Yes",145.143601176911
26,"Never Married","White","College Grad","Information","Average","Yes",94.0727147457005
49,"Married","White","HS Grad","Industrial","Good","Yes",127.115743812184
28,"Married","White","HS Grad","Information","Average","Yes",113.567089569751
61,"Married","White","HS Grad","Information","Average","Yes",101.595538208147
42,"Married","White","College Grad","Information","Good","Yes",134.705375118879
31,"Married","White","Advanced Degree","Industrial","Good","Yes",127.115743812184
50,"Married","White","HS Grad","Information","Good","Yes",87.9810327856054
44,"Married","White","non HS Grad","Industrial","Average","No",78.3924668009837
46,"Married","Black","HS Grad","Information","Good","Yes",318.342430056529
54,"Married","White","HS Grad","Industrial","Good","Yes",82.6796372966372
40,"Divorced","White","HS Grad","Information","Good","Yes",97.4932940453934
38,"Married","White","HS Grad","Industrial","Average","No",87.8535469003831
43,"Married","White","Advanced Degree","Information","Good","Yes",184.167135799587
43,"Never Married","Black","HS Grad","Industrial","Average","Yes",109.833985642199
30,"Married","White","Some College","Information","Good","Yes",95.2307125669819
58,"Married","White","Advanced Degree","Information","Average","Yes",59.0970640815891
60,"Married","Asian","College Grad","Industrial","Average","Yes",118.884359339886
45,"Married","White","Advanced Degree","Industrial","Average","Yes",130.982177377461
47,"Married","White","College Grad","Information","Good","Yes",134.705375118879
47,"Married","White","non HS Grad","Industrial","Good","No",87.9810327856054
59,"Divorced","White","Some College","Information","Good","Yes",67.3689820806645
36,"Married","White","Some College","Information","Good","No",83.3213415447885
39,"Never Married","White","Advanced Degree","Information","Good","Yes",118.884359339886
40,"Married","Asian","non HS Grad","Information","Average","No",105.927810775063
42,"Married","White","HS Grad","Information","Good","Yes",85.3839403789827
29,"Never Married","White","Advanced Degree","Information","Good","No",73.7757432746946
38,"Married","White","College Grad","Information","Good","Yes",139.00340805947
58,"Married","Black","Some College","Industrial","Average","Yes",123.089699847943
18,"Never Married","White","HS Grad","Industrial","Good","No",55.9974338324572
35,"Married","White","College Grad","Industrial","Good","Yes",141.77517233318
30,"Married","Asian","Advanced Degree","Information","Average","No",154.072997206315
48,"Married","White","Some College","Industrial","Average","No",118.884359339886
27,"Married","White","College Grad","Industrial","Good","Yes",114.475713290347
40,"Married","White","Some College","Information","Good","Yes",120.926701544426
34,"Married","White","Advanced Degree","Information","Good","No",97.4932940453934
54,"Married","White","HS Grad","Information","Good","Yes",141.77517233318
20,"Never Married","Black","HS Grad","Information","Good","Yes",75.0431540173515
50,"Married","White","HS Grad","Industrial","Good","Yes",89.4924795180001
42,"Married","White","Advanced Degree","Information","Good","Yes",198.350290464385
45,"Married","Black","Some College","Information","Average","Yes",65.2614390229193
59,"Married","White","Some College","Industrial","Good","No",107.903923866876
44,"Married","White","non HS Grad","Industrial","Average","Yes",81.2832532842527
67,"Divorced","White","College Grad","Information","Good","No",76.8936025176112
